id,uuid,version,status,errorDescription,longTicker,shortTicker,pairName,longTickerEntryPrice,longTickerCurrentPrice,shortTickerEntryPrice,shortTickerCurrentPrice,meanEntry,meanCurrent,spreadEntry,spreadCurrent,zScoreEntry,zScoreCurrent,pValueEntry,pValueCurrent,adfPvalueEntry,adfPvalueCurrent,correlationEntry,correlationCurrent,alphaEntry,alphaCurrent,betaEntry,betaCurrent,stdEntry,stdCurrent,zScoreChanges,longUSDTChanges,longPercentChanges,shortUSDTChanges,shortPercentChanges,portfolioBeforeTradeUSDT,profitUSDTChanges,portfolioAfterTradeUSDT,profitPercentChanges,minutesToMinProfitPercent,minutesToMaxProfitPercent,minProfitPercentChanges,maxProfitPercentChanges,formattedTimeToMinProfit,formattedTimeToMaxProfit,formattedProfitLong,formattedProfitShort,formattedProfitCommon,timestamp,entryTime,updatedTime,maxZ,minZ,maxLong,minLong,maxShort,minShort,maxCorr,minCorr,exitReason,closeAtBreakeven,settingsTimeframe,settingsCandleLimit,settingsMinZ,settingsMinWindowSize,settingsMinPValue,settingsMaxAdfValue,settingsMinRSquared,settingsMinCorrelation,settingsMinVolume,settingsCheckInterval,settingsMaxLongMarginSize,settingsMaxShortMarginSize,settingsLeverage,settingsExitTake,settingsExitStop,settingsExitZMin,settingsExitZMax,settingsExitZMaxPercent,settingsExitTimeMinutes,settingsExitBreakEvenPercent,settingsUsePairs,settingsAutoTradingEnabled,settingsUseMinZFilter,settingsUseMinRSquaredFilter,settingsUseMinPValueFilter,settingsUseMaxAdfValueFilter,settingsUseMinCorrelationFilter,settingsUseMinVolumeFilter,settingsUseExitTake,settingsUseExitStop,settingsUseExitZMin,settingsUseExitZMax,settingsUseExitZMaxPercent,settingsUseExitTimeHours,settingsUseExitBreakEvenPercent,settingsMinimumLotBlacklist,useZScoreScoring,zScoreScoringWeight,usePixelSpreadScoring,pixelSpreadScoringWeight,useCointegrationScoring,cointegrationScoringWeight,useModelQualityScoring,modelQualityScoringWeight,useStatisticsScoring,statisticsScoringWeight,useBonusScoring,bonusScoringWeight,settingsUseExitNegativeZMinProfitPercent,settingsExitNegativeZMinProfitPercent
17,b1208156-28d9-4ab1-8f65-b06198d70b58,279,CLOSED,,OL-USDT-SWAP,PENGU-USDT-SWAP,OL-USDT-SWAP/PENGU-USDT-SWAP,0.03635,0.03556,0.032213,0.031173,0.0,0.0,0.0,0.0,3.3696050656001866,-0.6590414957732059,2.37798301716243E-108,1.292044902621826E-137,0.48637934458028004,0.49032513686117035,0.898136715023382,0.9364598003781868,0.0,0.0,0.0,0.0,0.0,0.0,-4.03,-0.55295832,-11.06000000,0.62465994,12.49000000,75.287345145471,0.07170162,73.24885825547099,1.43000000,112,44,-5.333771,1.984229,-5.33%/112min,1.98%/44min,-0.55$/-11.06%,0.62$/12.49%,0.07$/1.43%,2025-08-18 00:55:31,2025-08-18 00:55:40,2025-08-18 05:32:15,4.16663845152257,-0.733148122061165,4.46318,-12.041494,12.69224300,-5.362722,0.936556369931055,0.893501934370925,EXIT_REASON_BY_NEGATIVE_Z_MIN_PROFIT,false,5m,300.0,3.0,100.0,0.1,0.1,0.8,0.8,10.0,1.0,5.0,5.0,5.0,2.0,-5.0,0.0,0.5,0.0,60.0,1.0,2.0,true,true,true,true,true,true,true,true,false,false,false,false,false,true,LINK-USDT-SWAP,true,5.0,false,5.0,true,5.0,true,5.0,true,5.0,true,5.0,true,1.0
18,d35f5e8e-e51f-4d7a-89d7-7371f48eb6d8,151,CLOSED,,LDO-USDT-SWAP,NMR-USDT-SWAP,LDO-USDT-SWAP/NMR-USDT-SWAP,1.2947,1.2842,8.626,8.604,0.0,0.0,0.0,0.0,3.112617510805095,0.40955517897365223,6.111390026531391E-118,5.061654694257187E-137,0.5055573519092902,0.4620771891275581,0.9128329874905426,0.9358550727242426,0.0,0.0,0.0,0.0,0.0,0.0,-2.70,-0.14832580,-3.71000000,0.07917993,1.32000000,73.163058255471,-0.06914587,72.8097126774479,-2.39000000,70,1,-2.4987288,0.2972708,-2.50%/70min,0.30%/1min,-0.15$/-3.71%,0.08$/1.32%,-0.07$/-2.39%,2025-08-18 05:35:33,2025-08-18 05:35:42,2025-08-18 08:04:15,3.32773136340076,0.332182452349893,3.376573,-5.583428,2.696751,-4.96893,0.941236106237045,0.912460367347066,EXIT_REASON_BY_Z_MIN,false,5m,300.0,3.0,100.0,0.1,0.1,0.8,0.8,10.0,1.0,5.0,5.0,5.0,2.0,-5.0,0.5,0.5,0.0,60.0,1.0,2.0,true,true,true,true,true,true,true,false,false,true,false,false,false,true,LINK-USDT-SWAP,true,5.0,false,5.0,true,5.0,true,5.0,true,5.0,true,5.0,false,1.0
19,3a2b5b03-1a79-4d12-9a96-e2709f28a647,42,CLOSED,,OP-USDT-SWAP,WIF-USDT-SWAP,OP-USDT-SWAP/WIF-USDT-SWAP,0.7254,0.7341,0.874,0.8781,0.0,0.0,0.0,0.0,3.308135668343992,0.24810724084561137,6.543861728730686E-197,7.555503594789523E-222,0.005775685066135295,0.0035461255835911687,0.9750750450861912,0.9831139593413355,0.0,0.0,0.0,0.0,0.0,0.0,-3.06,0.26546720,5.53000000,-0.10445220,-2.01000000,72.8477126774479,0.16101500,73.19536887744789,3.52000000,1,39,0.05979408,3.52000000,0.06%/1min,3.52%/39min,0.27$/5.53%,-0.10$/-2.01%,0.16$/3.52%,2025-08-18 08:05:33,2025-08-18 08:05:44,2025-08-18 08:45:15,3.30813566834399,0.24810724084561137,6.2418,0.0418,0.35525,-3.548596,0.9831139593413355,0.971094562824714,EXIT_REASON_BY_Z_MIN,false,5m,300.0,3.0,100.0,0.1,0.1,0.8,0.8,10.0,1.0,5.0,5.0,5.0,2.0,-5.0,0.5,0.5,0.0,60.0,1.0,2.0,true,true,true,true,true,true,true,false,false,true,false,false,false,true,LINK-USDT-SWAP,true,5.0,false,5.0,true,5.0,true,5.0,true,5.0,true,5.0,false,1.0
20,82ff383d-06a7-42c8-84f7-a5bb33d44ff4,58,CLOSED,,APE-USDT-SWAP,DYDX-USDT-SWAP,APE-USDT-SWAP/DYDX-USDT-SWAP,0.6104,0.6118,0.6466,0.6466,0.0,0.0,0.0,0.0,3.107067732707432,0.3455177376384338,7.604441839214801E-273,1.3957134585671979E-264,0.3235896534439199,0.2079487326588898,0.9923568496455685,0.9913112239301615,0.0,0.0,0.0,0.0,0.0,0.0,-2.76,0.06412792,1.31000000,-0.01560780,-0.31000000,73.1991688774479,0.04852012,73.4137945574479,1.00000000,8,54,-0.5628277,1.00000000,-0.56%/8min,1.00%/54min,0.06$/1.31%,-0.02$/-0.31%,0.05$/1.00%,2025-08-18 08:45:52,2025-08-18 08:46:01,2025-08-18 09:40:52,4.21056901266084,0.3455177376384338,3.359562,-0.323091,0.782524,-3.041006,0.99238881781277,0.98809395481463,EXIT_REASON_BY_Z_MIN,false,5m,300.0,3.5,100.0,0.1,0.1,0.8,0.8,10.0,1.0,5.0,5.0,5.0,2.0,-5.0,0.5,0.5,0.0,60.0,1.0,3.0,true,true,true,true,true,true,true,false,false,true,false,false,false,true,LINK-USDT-SWAP,true,5.0,false,5.0,true,5.0,true,5.0,true,5.0,true,5.0,false,1.0
10,75214c26-5511-4da3-80a7-d9086cbe8cb5,903,CLOSED,,RVN-USDT-SWAP,VINE-USDT-SWAP,RVN-USDT-SWAP/VINE-USDT-SWAP,0.01427,0.01365,0.06482,0.06692,0.0,0.0,0.0,0.0,2.761339618274137,-0.023022032761775155,6.25357769361908E-93,8.204025389913527E-27,0.6636491327360357,0.5075644197104966,0.8687214545748836,-0.5660418894398093,0.0,0.0,0.0,0.0,0.0,0.0,-2.78,-1.10679275,-22.14000000,-0.77869100,-15.57000000,74.721816730471,-1.88548375,73.7180523574479,-37.71000000,900,75,-37.71000000,0.810506,-37.71%/900min,0.81%/75min,-1.11$/-22.14%,-0.78$/-15.57%,-1.89$/-37.71%,2025-08-17 18:45:29,2025-08-17 18:45:39,2025-08-18 09:45:51,3.6441737005781,-4.29325036324407,-0.100275,-32.047155,17.370742,-35.383676,0.879739878128699,-0.567755889599503,EXIT_REASON_BY_Z_MIN,false,5m,300.0,3.5,100.0,0.1,0.1,0.8,0.8,10.0,1.0,5.0,5.0,5.0,2.0,-5.0,0.5,0.5,0.0,60.0,1.0,3.0,true,true,true,true,true,true,true,false,false,true,false,false,false,true,LINK-USDT-SWAP,true,5.0,false,5.0,true,5.0,true,5.0,true,5.0,true,5.0,false,1.0
21,5d8657a7-a7a4-40f3-8f45-3d72ce7d99d8,110,CLOSED,,AR-USDT-SWAP,YGG-USDT-SWAP,AR-USDT-SWAP/YGG-USDT-SWAP,7.04,7.023,0.1557,0.1549,0.0,0.0,0.0,0.0,3.8430462140663018,0.3536629434774806,4.439223775204503E-295,5.059477806672539E-285,0.1093268606763233,0.5021749009702238,0.9945853107179067,0.9936720203221913,0.0,0.0,0.0,0.0,0.0,0.0,-3.49,-0.07136430,-1.19000000,0.08964480,2.24000000,73.7180523574479,0.01828050,73.6868352574479,1.05000000,4,108,-1.456512,1.185488,-1.46%/4min,1.19%/108min,-0.07$/-1.19%,0.09$/2.24%,0.02$/1.05%,2025-08-18 09:55:36,2025-08-18 09:55:46,2025-08-18 11:45:51,4.73984318557423,0.3536629434774806,1.7164,-5.2836,6.96912,-1.03088,0.994590928751779,0.9936720203221913,EXIT_REASON_BY_Z_MIN,false,5m,300.0,3.5,100.0,0.1,0.1,0.8,0.8,10.0,1.0,5.0,5.0,5.0,2.0,-5.0,0.5,0.5,0.0,60.0,1.0,3.0,true,true,true,true,true,true,true,false,false,true,false,false,false,true,"LINK-USDT-SWAP,ETH-USDT-SWAP",true,5.0,false,5.0,true,5.0,true,5.0,true,5.0,true,5.0,false,1.0
26,60d1226f-e783-4128-8d13-b6f0c5daba79,156,CLOSED,,ARB-USDT-SWAP,PRCL-USDT-SWAP,ARB-USDT-SWAP/PRCL-USDT-SWAP,0.5162125,0.519,0.0845761245674741,0.08432,0.0,0.0,0.0,0.0,3.745926776772064,0.47450235022108256,9.082658383414207E-138,4.0283794044351276E-95,0.685178372222037,0.5599338617438699,0.9366149284193437,0.8734047036690362,0.0,0.0,0.0,0.0,0.0,0.0,-3.27,0.13853070,2.72000000,0.05958978,1.22000000,73.4382375023884,0.19812048,73.6072049323884,3.94000000,113,169,-3.36679638,3.94000000,-3.37%/113min,3.94%/169min,0.14$/2.72%,0.06$/1.22%,0.20$/3.94%,2025-08-18 12:05:31,2025-08-18 12:05:41,2025-08-18 14:55:16,3.74592677677206,0.47450235022108256,7.195865,-6.921782,9.309413,-3.489158,0.937167130066794,0.8734047036690362,EXIT_REASON_BY_Z_MIN,false,5m,300.0,3.5,100.0,0.1,0.1,0.8,0.8,10.0,1.0,5.0,5.0,5.0,2.0,-5.0,0.5,0.5,0.0,60.0,1.0,3.0,true,true,true,true,true,true,true,false,false,true,false,false,false,true,"LINK-USDT-SWAP,ETH-USDT-SWAP",true,5.0,false,5.0,true,5.0,true,5.0,true,5.0,true,5.0,false,1.0
27,6106e801-fc0e-4f2e-8dd2-20b2d0c9a1ea,111,CLOSED,,TREE-USDT-SWAP,TRUMP-USDT-SWAP,TREE-USDT-SWAP/TRUMP-USDT-SWAP,0.3528,0.3562,9.063,9.062,0.0,0.0,0.0,0.0,3.7564747451184313,-0.01722823849175631,6.44839586216112E-182,2.463211113433412E-171,0.08243622672483625,0.13066425061878206,0.9684719291880068,0.9627640977809764,0.0,0.0,0.0,0.0,0.0,0.0,-3.77,0.18470760,4.62000000,0E-8,0E-8,73.4654471523884,0.18470760,73.8393801823884,4.62000000,11,125,-0.0256768,4.62000000,-0.03%/11min,4.62%/125min,0.18$/4.62%,0.00$/0.00%,0.18$/4.62%,2025-08-18 13:20:33,2025-08-18 13:20:43,2025-08-18 15:25:51,3.75647474511843,-0.01722823849175631,7.10696,0.10696,0.744233,-3.380768,0.968594589851716,0.952113559486309,EXIT_REASON_BY_Z_MIN,false,5m,300.0,3.5,100.0,0.1,0.1,0.8,0.8,10.0,1.0,5.0,5.0,5.0,2.0,-5.0,0.5,0.5,0.0,60.0,1.0,3.0,true,true,true,true,true,true,true,false,false,true,false,false,false,true,"LINK-USDT-SWAP,ETH-USDT-SWAP",true,5.0,false,5.0,true,5.0,true,5.0,true,5.0,true,5.0,false,1.0
25,317fa076-8873-42dd-92df-260ba4240ad7,346,CLOSED,,DYDX-USDT-SWAP,SUI-USDT-SWAP,DYDX-USDT-SWAP/SUI-USDT-SWAP,0.6403966666666667,0.6475,3.5966,3.643,0.0,0.0,0.0,0.0,3.8437321449835213,-0.38770908418059047,8.341124103971761E-187,9.279157627466047E-142,0.8631649190105608,0.029979452084287424,0.9707999131017819,0.9405242420413188,0.0,0.0,0.0,0.0,0.0,0.0,-4.23,0.21606899,5.40000000,-0.38637485,-6.44000000,73.6868352574479,-0.17030586,73.7524873823884,-1.04000000,358,58,-2.6321304,0.3078696,-2.63%/358min,0.31%/58min,0.22$/5.40%,-0.39$/-6.44%,-0.17$/-1.04%,2025-08-18 11:55:37,2025-08-18 11:55:48,2025-08-18 18:00:44,4.75511687563499,-0.38770908418059047,5.719575,-3.505425,2.150066,-6.863268,0.970814840264939,0.9405242420413188,EXIT_REASON_BY_Z_MIN,false,5m,300.0,3.5,100.0,0.1,0.1,0.8,0.8,10.0,1.0,5.0,5.0,5.0,2.0,-5.0,0.5,0.5,0.0,60.0,1.0,3.0,true,true,true,true,true,true,true,false,false,true,false,false,false,true,"LINK-USDT-SWAP,ETH-USDT-SWAP",true,5.0,false,5.0,true,5.0,true,5.0,true,5.0,true,5.0,false,1.0
29,f8ae495a-b9bf-47af-b42e-4d713ef10ae7,87,CLOSED,,INJ-USDT-SWAP,W-USDT-SWAP,INJ-USDT-SWAP/W-USDT-SWAP,14.55,14.168,0.0809186234817814,0.07948,0.0,0.0,0.0,0.0,3.670349679270576,0.39158316041235175,3.8967584404513417E-116,3.931142574161378E-93,0.9438325801036689,0.16772781929636482,0.9102483704820565,0.8691601015220826,0.0,0.0,0.0,0.0,0.0,0.0,-3.28,-0.76841560,-12.81000000,0.35798891,8.95000000,73.7487628823884,-0.41042669,73.23825376238841,-3.86000000,83,8,-3.9223654,0.9220342,-3.92%/83min,0.92%/8min,-0.77$/-12.81%,0.36$/8.95%,-0.41$/-3.86%,2025-08-18 18:20:30,2025-08-18 18:20:40,2025-08-18 19:45:15,3.67034967927058,0.39158316041235175,1.375833,-12.81000000,9.380336,-0.376164,0.910332886889523,0.8691601015220826,EXIT_REASON_BY_Z_MIN,false,5m,300.0,3.5,100.0,0.1,0.1,0.8,0.8,10.0,1.0,5.0,5.0,5.0,2.0,-5.0,0.5,0.5,0.0,60.0,1.0,3.0,true,true,true,true,true,true,true,false,false,true,false,false,false,true,"LINK-USDT-SWAP,ETH-USDT-SWAP",true,5.0,false,5.0,true,5.0,true,5.0,true,5.0,true,5.0,false,1.0
28,dd08d205-c6b8-43e9-a587-ccca9c7c4806,146,CLOSED,,EIGEN-USDT-SWAP,FIL-USDT-SWAP,EIGEN-USDT-SWAP/FIL-USDT-SWAP,1.3554,1.3191,2.502,2.452,0.0,0.0,0.0,0.0,3.6874591244494055,0.1761994475505555,2.110759257035985E-204,7.64976574153636E-145,0.3654529103514813,0.40719271379561073,0.9778303265099185,0.943374203042346,0.0,0.0,0.0,0.0,0.0,0.0,-3.51,-0.49904942,-12.17000000,0.57610411,9.76000000,73.7524873823884,0.07705469,73.13102721086577,-2.41000000,144,140,-2.41000000,1.51643356,-2.41%/144min,1.52%/140min,-0.50$/-12.17%,0.58$/9.76%,0.08$/-2.41%,2025-08-18 18:05:32,2025-08-18 18:05:43,2025-08-18 20:30:11,3.68745912444941,0.1761994475505555,3.509459,-12.18563000,10.800918,-1.338361,0.977846884972292,0.943374203042346,EXIT_REASON_BY_Z_MIN,false,5m,300.0,3.5,100.0,0.1,0.1,0.8,0.8,10.0,1.0,5.0,5.0,5.0,2.0,-5.0,0.5,0.5,0.0,60.0,1.0,3.0,true,true,true,true,true,true,true,false,false,true,false,false,false,true,"LINK-USDT-SWAP,ETH-USDT-SWAP",true,5.0,false,5.0,true,5.0,true,5.0,true,5.0,true,5.0,false,1.0
31,7ba7c0e2-4797-4f63-a495-014f36dca5de,23,CLOSED,,ARC-USDT-SWAP,TRUMP-USDT-SWAP,ARC-USDT-SWAP/TRUMP-USDT-SWAP,0.02004,0.01996,9.086,8.988,0.0,0.0,0.0,0.0,3.5592854638911695,-0.019762014955991003,1.0697098982227763E-146,3.5874840549393267E-138,0.8668420984297256,0.21657808106026544,0.9450198073948428,0.9370219157235562,0.0,0.0,0.0,0.0,0.0,0.0,-3.58,-0.07916040,-1.98000000,0.28394190,4.73000000,73.1034775608658,0.20478150,72.99299701086578,2.75000000,1,20,0.150117,2.75000000,0.15%/1min,2.75%/20min,-0.08$/-1.98%,0.28$/4.73%,0.20$/2.75%,2025-08-18 20:10:30,2025-08-18 20:10:40,2025-08-18 20:31:15,3.55928546389117,-0.019762014955991003,1.980495,-2.227005,5.63986500,0.249865,0.945791010282921,0.922129091713494,EXIT_REASON_BY_Z_MIN,false,5m,300.0,3.5,100.0,0.1,0.1,0.8,0.8,10.0,1.0,5.0,5.0,5.0,2.0,-5.0,0.5,0.5,0.0,60.0,1.0,3.0,true,true,true,true,true,true,true,false,false,true,false,false,false,true,"LINK-USDT-SWAP,ETH-USDT-SWAP",true,5.0,false,5.0,true,5.0,true,5.0,true,5.0,true,5.0,false,1.0
32,2ef1d230-3974-41fc-8d00-9540f0b11d80,46,CLOSED,,SCR-USDT-SWAP,STRK-USDT-SWAP,SCR-USDT-SWAP/STRK-USDT-SWAP,0.3719,0.3642,0.1356,0.1334,0.0,0.0,0.0,0.0,3.5512391192291926,0.4338798176579199,1.935566377038382E-105,8.6993042041588635E-75,0.22968887622515594,0.03573362662415433,0.8931750741595337,0.8218285681005509,0.0,0.0,0.0,0.0,0.0,0.0,-3.12,-0.52113930,-10.42000000,0.38659320,7.73000000,73.0799470108658,-0.13454610,72.67311041086576,-2.69000000,44,14,-2.69000000,0.559479,-2.69%/44min,0.56%/14min,-0.52$/-10.42%,0.39$/7.73%,-0.13$/-2.69%,2025-08-18 21:05:32,2025-08-18 21:05:42,2025-08-18 21:50:15,3.55123911922919,0.4338798176579199,0.377454,-10.42000000,8.345504,-0.854496,0.89403363215716,0.8218285681005509,EXIT_REASON_BY_Z_MIN,false,5m,300.0,3.5,100.0,0.1,0.1,0.8,0.8,10.0,1.0,5.0,5.0,5.0,2.0,-5.0,0.5,0.5,0.0,60.0,1.0,3.0,true,true,true,true,true,true,true,false,false,true,false,false,false,true,"LINK-USDT-SWAP,ETH-USDT-SWAP",true,5.0,false,5.0,true,5.0,true,5.0,true,5.0,true,5.0,false,1.0
33,c60dfe65-a563-48d0-9d2b-545e6c9a5fa9,51,CLOSED,,GALA-USDT-SWAP,LUNA-USDT-SWAP,GALA-USDT-SWAP/LUNA-USDT-SWAP,0.01678,0.01659,0.155,0.1536,0.0,0.0,0.0,0.0,3.880309092496588,0.28913073135612377,7.453374699900662E-141,9.961131558178467E-94,0.8496357020557559,0.0732736194742384,0.9396602488102925,0.8704480616397581,0.0,0.0,0.0,0.0,0.0,0.0,-3.59,-0.28105940,-5.62000000,0.20940465,4.19000000,72.9774491108658,-0.07165475,72.82818646086577,-1.43000000,49,1,-1.43000000,-0.047053,-1.43%/49min,-0.05%/1min,-0.28$/-5.62%,0.21$/4.19%,-0.07$/-1.43%,2025-08-18 21:10:30,2025-08-18 21:10:39,2025-08-18 22:00:15,3.88030909249659,0.28913073135612377,-0.343656,-6.855656,5.40155,0.24955,0.939938879425841,0.8704480616397581,EXIT_REASON_BY_Z_MIN,false,5m,300.0,3.5,100.0,0.1,0.1,0.8,0.8,10.0,1.0,5.0,5.0,5.0,2.0,-5.0,0.5,0.5,0.0,60.0,1.0,3.0,true,true,true,true,true,true,true,false,false,true,false,false,false,true,"LINK-USDT-SWAP,ETH-USDT-SWAP",true,5.0,false,5.0,true,5.0,true,5.0,true,5.0,true,5.0,false,1.0
30,eace87f3-a16c-49c0-8a7f-d2ceac08a0f2,203,CLOSED,,MOODENG-USDT-SWAP,SLP-USDT-SWAP,MOODENG-USDT-SWAP/SLP-USDT-SWAP,0.15449,0.15185,0.001843,0.001831,0.0,0.0,0.0,0.0,4.1497090752471895,0.35887909109154414,7.892546587912607E-157,7.02413274178038E-83,0.6196483198564473,0.38760450017423176,0.9531820808005181,0.8446949656743253,0.0,0.0,0.0,0.0,0.0,0.0,-3.79,-0.41597302,-8.32000000,0.12560175,2.51000000,73.5195894323884,-0.29037127,72.82371471086577,-5.81000000,205,22,-5.81000000,1.4904555,-5.81%/205min,1.49%/22min,-0.42$/-8.32%,0.13$/2.51%,-0.29$/-5.81%,2025-08-18 18:40:30,2025-08-18 18:40:39,2025-08-18 22:05:43,4.14970907524719,0.35887909109154414,0.855184,-11.852468,4.529478,-7.936522,0.953182080800518,0.8446949656743253,EXIT_REASON_BY_Z_MIN,false,5m,300.0,3.5,100.0,0.1,0.1,0.8,0.8,10.0,1.0,5.0,5.0,5.0,2.0,-5.0,0.5,0.5,0.0,60.0,1.0,3.0,true,true,true,true,true,true,true,false,false,true,false,false,false,true,"LINK-USDT-SWAP,ETH-USDT-SWAP",true,5.0,false,5.0,true,5.0,true,5.0,true,5.0,true,5.0,false,1.0
34,a0b24969-1155-496e-ae2a-1279f14700a8,67,CLOSED,,SAHARA-USDT-SWAP,SWARMS-USDT-SWAP,SAHARA-USDT-SWAP/SWARMS-USDT-SWAP,0.08968,0.08912,0.01979,0.01959,0.0,0.0,0.0,0.0,3.7186037198525814,0.3904951422602958,1.5981264975868231E-68,9.758406894346348E-40,0.7418254270348151,0.2879138457119183,0.8015411932217494,0.665469795710634,0.0,0.0,0.0,0.0,0.0,0.0,-3.33,-0.15112440,-3.02000000,0.22691340,4.54000000,72.7435104108658,0.07578900,72.80061529086576,1.52000000,34,65,-0.969255,1.52000000,-0.97%/34min,1.52%/65min,-0.15$/-3.02%,0.23$/4.54%,0.08$/1.52%,2025-08-18 21:55:31,2025-08-18 21:55:40,2025-08-18 23:01:11,3.71860371985258,0.3904951422602958,2.402136,-3.02000000,5.28935400,-3.026646,0.80182767724267,0.622845619733218,EXIT_REASON_BY_Z_MIN,false,5m,300.0,3.5,100.0,0.1,0.1,0.8,0.8,10.0,1.0,5.0,5.0,5.0,2.0,-5.0,0.5,0.5,0.0,60.0,1.0,3.0,true,true,true,true,true,true,true,false,false,true,false,false,false,true,"LINK-USDT-SWAP,ETH-USDT-SWAP",true,5.0,false,5.0,true,5.0,true,5.0,true,5.0,true,5.0,false,1.0
36,1bd5263e-a610-427e-bbd7-9372bc887623,46,CLOSED,,AXS-USDT-SWAP,W-USDT-SWAP,AXS-USDT-SWAP/W-USDT-SWAP,2.295,2.28,0.07968,0.0789,0.0,0.0,0.0,0.0,3.6645518055443307,-1.2642532945163925,6.13750851504396E-125,1.1223408969916937E-78,0.6235066633667063,0.014475480196290922,0.9221415505144422,0.8332521945437625,0.0,0.0,0.0,0.0,0.0,0.0,-4.93,-0.17391300,-3.22000000,0.22475232,4.89000000,72.7603657108658,0.05083932,72.74018316086575,1.67000000,26,44,-0.14175048,1.67000000,-0.14%/26min,1.67%/44min,-0.17$/-3.22%,0.22$/4.89%,0.05$/1.67%,2025-08-18 22:40:30,2025-08-18 22:40:40,2025-08-18 23:25:15,3.66455180554433,-1.2642532945163925,0.67613,-4.049796,5.69639,-0.314045,0.922240286557455,0.8332521945437625,EXIT_REASON_BY_Z_MIN,false,5m,300.0,3.5,100.0,0.1,0.1,0.8,0.8,10.0,1.0,5.0,5.0,5.0,2.0,-5.0,0.5,0.5,0.0,60.0,1.0,3.0,true,true,true,true,true,true,true,false,false,true,false,false,false,true,"LINK-USDT-SWAP,ETH-USDT-SWAP",true,5.0,false,5.0,true,5.0,true,5.0,true,5.0,true,5.0,false,1.0
35,a89d911c-69a1-43b5-846d-79afa7336944,91,CLOSED,,GMT-USDT-SWAP,NOT-USDT-SWAP,GMT-USDT-SWAP/NOT-USDT-SWAP,0.04245,0.04222,0.001878,0.001863,0.0,0.0,0.0,0.0,3.5636735181143693,0.18296360097565917,8.676742610345053E-111,1.6455023062618665E-100,0.7791708333172342,0.18058905610783266,0.9021046459690157,0.8841765929271883,0.0,0.0,0.0,0.0,0.0,0.0,-3.38,-0.14670661,-2.93000000,0.17298645,3.46000000,72.7589147108658,0.02627984,72.65521880086575,0.53000000,37,88,-0.19271,1.02249,-0.19%/37min,1.02%/88min,-0.15$/-2.93%,0.17$/3.46%,0.03$/0.53%,2025-08-18 22:10:31,2025-08-18 22:10:40,2025-08-18 23:41:11,3.56367351811437,0.18296360097565917,2.601606,-2.93000000,4.771774,-1.612226,0.902273004928282,0.833617657252126,EXIT_REASON_BY_Z_MIN,false,5m,300.0,3.5,100.0,0.1,0.1,0.8,0.8,10.0,1.0,5.0,5.0,5.0,2.0,-5.0,0.5,0.5,0.0,60.0,1.0,3.0,true,true,true,true,true,true,true,false,false,true,false,false,false,true,"LINK-USDT-SWAP,ETH-USDT-SWAP",true,5.0,false,5.0,true,5.0,true,5.0,true,5.0,true,5.0,false,1.0
37,e79a855c-8e6f-446b-85f3-74b529f66290,32,CLOSED,,APE-USDT-SWAP,RVN-USDT-SWAP,APE-USDT-SWAP/RVN-USDT-SWAP,0.5989,0.5919,0.01358,0.01342,0.0,0.0,0.0,0.0,3.5081913149501447,-0.1166469502541397,1.8674807489436714E-86,2.697106154380841E-81,0.5508569000850018,0.014256740030502119,0.8537506193000729,0.8404870962635729,0.0,0.0,0.0,0.0,0.0,0.0,-3.62,-0.29063461,-5.59000000,0.24652320,5.14000000,72.8212352908658,-0.04411141,72.37405131086577,-0.45000000,11,1,-0.83313484,0.2084652,-0.83%/11min,0.21%/1min,-0.29$/-5.59%,0.25$/5.14%,-0.04$/-0.45%,2025-08-18 23:20:30,2025-08-18 23:20:40,2025-08-18 23:51:11,3.50819131495014,-0.1166469502541397,-0.000459,-7.762382,7.948967,0.248967,0.855284368474825,0.80547358336581,EXIT_REASON_BY_Z_MIN,false,5m,300.0,3.5,100.0,0.1,0.1,0.8,0.8,10.0,1.0,5.0,5.0,5.0,2.0,-5.0,0.5,0.5,0.0,60.0,1.0,3.0,true,true,true,true,true,true,true,false,false,true,false,false,false,true,"LINK-USDT-SWAP,ETH-USDT-SWAP",true,5.0,false,5.0,true,5.0,true,5.0,true,5.0,true,5.0,false,1.0
